,ID,Gender,Ever_Married,Graduated,Profession,Spending_Score,Family_Size,Var_1,Segmentation,Age,Work_Experience
1521,465504,Male,No,Yes,Entertainment,Low,2.0,Cat_6,B,42.0,0.0
1522,460902,Male,No,Yes,Executive,Low,3.0,Cat_6,A,38.0,1.0
1523,459657,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,B,84.0,1.0
1524,465054,Male,Yes,Yes,Executive,High,3.0,Cat_6,C,67.0,1.0
1525,464000,Female,No,No,Healthcare,Low,5.0,Cat_7,C,32.0,0.0
1526,460324,Female,No,Yes,Entertainment,Low,2.0,Cat_6,A,33.0,12.0
1527,462468,Female,No,Yes,Healthcare,Low,5.0,Cat_6,D,30.0,2.0
1528,465245,Male,No,No,Healthcare,Low,4.0,Cat_4,D,18.0,1.0
1529,467919,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,47.0,7.0
1530,463716,Male,No,No,Doctor,Low,4.0,Cat_6,D,29.0,1.0
1531,463769,Male,Yes,No,Executive,High,4.0,Cat_6,B,63.0,0.0
1534,462327,Male,Yes,Yes,Entertainment,Low,4.0,Cat_7,D,27.0,0.0
1535,463882,Female,Yes,Yes,Artist,Low,1.0,Cat_1,A,43.0,1.0
1537,462282,Male,No,No,Healthcare,Low,3.0,Cat_6,D,29.0,1.0
1539,459625,Female,Yes,No,Engineer,Low,1.0,Cat_6,B,57.0,8.0
1540,466740,Female,Yes,No,Engineer,Low,1.0,Cat_3,A,47.0,8.0
1541,461434,Female,Yes,Yes,Executive,High,3.0,Cat_7,C,32.0,4.0
1542,465404,Female,Yes,Yes,Entertainment,Average,2.0,Cat_1,A,25.0,0.0
1543,462337,Female,Yes,Yes,Lawyer,High,2.0,Cat_4,B,79.0,1.0
1544,461921,Female,No,Yes,Artist,Low,1.0,Cat_6,A,41.0,0.0
1545,463763,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,36.0,4.0
1546,467749,Male,No,No,Healthcare,Low,9.0,Cat_7,D,19.0,1.0
1547,464876,Female,Yes,No,Engineer,Average,5.0,Cat_4,A,49.0,4.0
1548,463850,Male,Yes,No,Entertainment,High,2.0,Cat_6,D,26.0,0.0
1549,460381,Male,No,Yes,Artist,Low,2.0,Cat_6,A,28.0,13.0
1550,460946,Male,No,No,Artist,Low,1.0,Cat_6,D,84.0,0.0
1551,464329,Male,Yes,No,Lawyer,Low,2.0,Cat_6,D,81.0,1.0
1552,467209,Female,No,Yes,Healthcare,Low,1.0,Cat_6,D,35.0,1.0
1553,461897,Male,Yes,Yes,Doctor,Average,2.0,Cat_6,C,55.0,0.0
1554,462920,Male,Yes,No,Executive,High,5.0,Cat_6,B,50.0,0.0
1555,460994,Male,Yes,Yes,Lawyer,Low,5.0,Cat_6,A,78.0,0.0
1556,462868,Male,Yes,No,Entertainment,Average,4.0,Cat_4,A,36.0,0.0
1557,459964,Male,No,Yes,Marketing,Low,1.0,Cat_6,A,47.0,1.0
1558,462663,Male,Yes,No,Entertainment,Average,5.0,Cat_4,B,48.0,6.0
1559,464116,Female,Yes,Yes,Marketing,Low,2.0,Cat_6,C,69.0,1.0
1560,467119,Male,Yes,No,Marketing,High,4.0,Cat_7,B,38.0,0.0
1561,465042,Male,Yes,Yes,Artist,Average,4.0,Cat_6,C,36.0,1.0
1562,464762,Female,Yes,No,Engineer,Average,4.0,Cat_4,B,52.0,9.0
1563,460009,Male,No,Yes,Artist,Low,1.0,Cat_6,B,46.0,0.0
1564,460583,Male,No,No,Marketing,Low,6.0,Cat_3,D,18.0,1.0
1565,467827,Female,No,No,Healthcare,Low,4.0,Cat_6,D,22.0,0.0
1566,463795,Male,No,No,Doctor,Low,6.0,Cat_6,B,18.0,1.0
1567,464313,Male,Yes,No,Homemaker,Average,3.0,Cat_6,D,30.0,1.0
1568,463672,Male,No,Yes,Engineer,Low,3.0,Cat_6,D,32.0,4.0
1569,459230,Male,Yes,No,Artist,High,4.0,Cat_6,B,43.0,7.0
1570,462245,Female,Yes,Yes,Artist,Average,3.0,Cat_6,C,49.0,1.0
1571,462926,Female,No,Yes,Homemaker,Low,2.0,Cat_6,A,40.0,9.0
1572,460743,Male,Yes,Yes,Artist,Average,3.0,Cat_6,C,55.0,0.0
1573,464656,Female,No,No,Healthcare,Low,7.0,Cat_4,B,33.0,1.0
1574,467656,Male,No,Yes,Healthcare,Low,5.0,Cat_6,D,31.0,1.0
1575,460978,Female,No,Yes,Healthcare,Low,6.0,Cat_2,D,35.0,3.0
1576,467684,Male,No,Yes,Healthcare,Low,3.0,Cat_2,D,40.0,8.0
1577,467089,Male,Yes,No,Artist,Average,3.0,Cat_6,B,69.0,0.0
1578,466091,Female,Yes,Yes,Artist,Low,4.0,Cat_4,B,46.0,1.0
1579,464582,Female,Yes,Yes,Marketing,Low,2.0,Cat_6,D,63.0,0.0
1581,458997,Male,Yes,Yes,Artist,Average,2.0,Cat_6,B,61.0,1.0
1582,466025,Female,No,No,Engineer,Low,1.0,Cat_3,A,50.0,1.0
1584,464507,Male,Yes,Yes,Artist,High,3.0,Cat_6,C,53.0,0.0
1585,459204,Female,Yes,Yes,Engineer,Average,2.0,Cat_6,B,35.0,0.0
1586,467521,Male,No,No,Healthcare,Low,3.0,Cat_6,D,19.0,7.0
1587,462743,Male,No,No,Healthcare,Low,4.0,Cat_3,D,26.0,3.0
1588,459245,Female,Yes,No,Engineer,Average,4.0,Cat_6,B,38.0,0.0
1589,463884,Female,No,No,Artist,Low,1.0,Cat_6,D,26.0,1.0
1590,463860,Male,Yes,Yes,Healthcare,High,3.0,Cat_6,C,39.0,0.0
1591,459184,Male,Yes,Yes,Entertainment,Low,4.0,Cat_4,A,39.0,1.0
1593,460201,Female,No,Yes,Artist,Low,1.0,Cat_6,A,45.0,2.0
1594,464989,Male,Yes,No,Entertainment,Average,4.0,Cat_6,C,47.0,0.0
1595,467782,Female,No,Yes,Entertainment,Low,5.0,Cat_2,A,30.0,0.0
1596,464923,Male,Yes,No,Executive,High,2.0,Cat_4,A,48.0,5.0
1597,459364,Female,Yes,Yes,Marketing,Low,2.0,Cat_6,B,76.0,0.0
1598,462119,Male,Yes,Yes,Entertainment,Low,2.0,Cat_6,A,71.0,0.0
1599,465132,Female,No,Yes,Artist,Low,1.0,Cat_6,A,41.0,0.0
1601,463873,Male,Yes,Yes,Artist,Average,5.0,Cat_6,C,57.0,1.0
1602,467633,Male,Yes,No,Entertainment,Low,1.0,Cat_6,A,49.0,0.0
1603,462780,Male,Yes,No,Healthcare,High,8.0,Cat_4,B,21.0,1.0
1604,462445,Male,No,No,Healthcare,Low,3.0,Cat_6,D,18.0,0.0
1605,461052,Male,No,No,Healthcare,Low,3.0,Cat_7,D,22.0,4.0
1606,460664,Female,No,No,Homemaker,Low,1.0,Cat_6,D,33.0,8.0
1607,465992,Male,Yes,Yes,Entertainment,Low,3.0,Cat_6,A,53.0,1.0
1608,463990,Male,Yes,Yes,Artist,Average,2.0,Cat_4,B,55.0,1.0
1609,463128,Male,Yes,Yes,Lawyer,High,4.0,Cat_6,A,73.0,0.0
1610,463536,Male,Yes,Yes,Executive,High,2.0,Cat_6,C,89.0,3.0
1611,460775,Male,Yes,Yes,Artist,Low,2.0,Cat_6,A,59.0,0.0
1612,464118,Male,No,Yes,Entertainment,Low,2.0,Cat_6,D,38.0,0.0
1613,459264,Female,No,Yes,Artist,Low,2.0,Cat_6,C,42.0,0.0
1614,464069,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,A,83.0,1.0
1615,461185,Female,No,No,Healthcare,Low,4.0,Cat_3,D,22.0,4.0
1616,465564,Male,Yes,No,Artist,Average,4.0,Cat_3,B,46.0,0.0
1617,466387,Male,Yes,Yes,Entertainment,Average,2.0,Cat_6,B,37.0,8.0
1618,462887,Female,Yes,No,Engineer,Low,3.0,Cat_6,A,42.0,1.0
1619,465977,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,71.0,0.0
1620,462775,Female,No,No,Healthcare,Low,3.0,Cat_6,D,18.0,7.0
1621,460286,Female,No,Yes,Artist,Low,1.0,Cat_6,D,41.0,4.0
1622,466294,Male,Yes,Yes,Healthcare,Low,5.0,Cat_4,D,27.0,0.0
1623,466037,Female,No,No,Entertainment,Low,1.0,Cat_4,A,53.0,1.0
1624,466335,Female,No,No,Healthcare,Low,3.0,Cat_4,B,28.0,0.0
1626,461933,Male,No,No,Doctor,Low,2.0,Cat_5,D,18.0,0.0
1627,466681,Male,No,No,Healthcare,Low,4.0,Cat_6,D,19.0,2.0
1628,466605,Female,No,No,Healthcare,Low,4.0,Cat_3,B,32.0,0.0
1629,461332,Male,No,No,Healthcare,Low,4.0,Cat_2,C,30.0,1.0
1630,461610,Male,No,Yes,Doctor,Low,1.0,Cat_6,B,36.0,0.0
1631,467707,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,A,82.0,5.0
1632,460558,Female,Yes,Yes,Engineer,Low,1.0,Cat_3,C,37.0,3.0
1633,465158,Male,No,Yes,Artist,Low,1.0,Cat_6,A,45.0,1.0
1635,459903,Male,Yes,Yes,Entertainment,Low,4.0,Cat_6,C,27.0,9.0
1636,464021,Female,No,No,Healthcare,Low,5.0,Cat_6,D,18.0,1.0
1637,463325,Male,Yes,No,Doctor,Low,4.0,Cat_6,A,22.0,1.0
1638,459660,Female,No,No,Healthcare,Low,6.0,Cat_6,D,22.0,2.0
1639,466423,Female,No,No,Homemaker,Low,1.0,Cat_3,D,42.0,8.0
1640,465585,Male,Yes,No,Doctor,Low,1.0,Cat_6,A,69.0,1.0
1641,462671,Female,Yes,Yes,Homemaker,High,2.0,Cat_6,A,43.0,8.0
1642,459603,Female,Yes,No,Lawyer,High,2.0,Cat_6,A,89.0,3.0
1643,463614,Female,No,No,Healthcare,Low,4.0,Cat_3,C,26.0,1.0
1644,465152,Male,No,Yes,Artist,Low,3.0,Cat_6,B,43.0,1.0
1645,460525,Male,Yes,Yes,Entertainment,Average,2.0,Cat_3,C,30.0,1.0
1646,466108,Female,Yes,Yes,Executive,Low,2.0,Cat_6,B,60.0,0.0
1647,465400,Female,Yes,Yes,Doctor,High,4.0,Cat_3,C,38.0,7.0
1649,465681,Male,Yes,Yes,Entertainment,Average,2.0,Cat_4,A,45.0,0.0
1650,466251,Male,No,No,Healthcare,Low,4.0,Cat_4,D,20.0,3.0
1651,460417,Female,Yes,Yes,Marketing,Low,1.0,Cat_6,A,51.0,9.0
1652,460569,Male,Yes,Yes,Entertainment,Average,4.0,Cat_3,C,36.0,1.0
1653,461162,Female,No,No,Marketing,Low,3.0,Cat_3,B,41.0,9.0
1654,459241,Male,Yes,No,Entertainment,Low,5.0,Cat_6,D,46.0,3.0
1655,463628,Female,No,Yes,Artist,Low,1.0,Cat_6,A,30.0,9.0
1656,467817,Female,No,No,Homemaker,Low,5.0,Cat_5,B,23.0,0.0
1657,460406,Male,Yes,Yes,Healthcare,Low,2.0,Cat_6,B,39.0,4.0
1658,464122,Male,Yes,Yes,Artist,Average,4.0,Cat_6,B,63.0,0.0
1659,459658,Male,Yes,Yes,Artist,Average,3.0,Cat_6,C,60.0,1.0
1660,462757,Male,No,No,Healthcare,Low,3.0,Cat_6,D,20.0,1.0
1661,459529,Female,Yes,No,Lawyer,High,2.0,Cat_6,A,89.0,1.0
1663,465920,Male,No,Yes,Executive,Low,4.0,Cat_6,A,43.0,1.0
1664,463262,Female,Yes,No,Lawyer,High,2.0,Cat_6,A,70.0,3.0
1665,465631,Male,No,Yes,Artist,Low,1.0,Cat_6,A,35.0,9.0
1666,467164,Male,Yes,Yes,Artist,High,2.0,Cat_6,B,42.0,0.0
1667,467859,Male,Yes,Yes,Doctor,Average,2.0,Cat_3,C,39.0,6.0
1668,461703,Female,Yes,Yes,Healthcare,Low,2.0,Cat_6,A,29.0,0.0
1670,466097,Female,Yes,No,Lawyer,Low,1.0,Cat_6,A,74.0,1.0
1671,464390,Male,Yes,Yes,Artist,Low,2.0,Cat_6,C,41.0,1.0
1672,465423,Male,Yes,Yes,Entertainment,Average,4.0,Cat_7,C,51.0,0.0
1673,461337,Male,Yes,Yes,Executive,High,3.0,Cat_6,C,50.0,1.0
1674,463888,Male,No,No,Marketing,Low,3.0,Cat_6,D,23.0,0.0
1675,460390,Male,No,Yes,Artist,Low,3.0,Cat_6,A,36.0,9.0
1676,465286,Male,No,Yes,Artist,Low,1.0,Cat_6,B,36.0,8.0
1677,460294,Female,Yes,Yes,Doctor,Low,2.0,Cat_6,D,50.0,1.0
1678,460509,Male,No,No,Healthcare,Low,4.0,Cat_3,D,23.0,1.0
1679,461248,Female,No,No,Healthcare,Low,1.0,Cat_6,D,37.0,1.0
1680,464336,Male,Yes,Yes,Executive,High,4.0,Cat_6,C,65.0,0.0
1681,467595,Female,No,Yes,Healthcare,Low,1.0,Cat_6,D,26.0,0.0
1682,466406,Male,Yes,Yes,Entertainment,Low,3.0,Cat_6,A,55.0,1.0
1683,465092,Male,Yes,Yes,Executive,High,2.0,Cat_6,C,65.0,0.0
1684,459492,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,A,72.0,1.0
1685,461426,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,51.0,7.0
1686,467022,Male,No,Yes,Artist,Low,5.0,Cat_6,D,25.0,1.0
1687,467330,Male,Yes,No,Executive,High,3.0,Cat_6,C,38.0,0.0
1688,459691,Male,Yes,No,Artist,Average,2.0,Cat_6,A,55.0,1.0
1690,461320,Female,No,Yes,Artist,Low,3.0,Cat_6,B,39.0,0.0
1691,466283,Female,Yes,Yes,Artist,High,2.0,Cat_6,B,62.0,0.0
1692,463705,Female,Yes,Yes,Artist,Average,2.0,Cat_2,C,37.0,4.0
1693,465821,Female,No,No,Engineer,Low,7.0,Cat_4,A,28.0,3.0
1694,467457,Female,No,Yes,Marketing,Low,6.0,Cat_6,B,32.0,1.0
1695,466543,Male,No,Yes,Doctor,Low,2.0,Cat_7,A,31.0,14.0
1696,463772,Female,No,No,Healthcare,Low,3.0,Cat_6,D,31.0,1.0
1698,459757,Male,Yes,Yes,Artist,Average,2.0,Cat_6,B,67.0,1.0
1699,464452,Female,No,Yes,Lawyer,Low,1.0,Cat_6,C,72.0,0.0
1700,463839,Female,Yes,No,Engineer,Low,3.0,Cat_6,B,57.0,0.0
1702,464368,Male,Yes,Yes,Entertainment,Average,2.0,Cat_6,B,36.0,4.0
1703,466923,Female,No,No,Homemaker,Low,1.0,Cat_6,D,21.0,9.0
1704,459878,Male,Yes,No,Entertainment,Average,5.0,Cat_6,C,47.0,1.0
1705,467279,Female,No,Yes,Entertainment,Low,3.0,Cat_6,D,25.0,8.0
1706,465604,Female,Yes,No,Engineer,Average,2.0,Cat_3,B,41.0,9.0
1707,460787,Male,No,Yes,Healthcare,Low,4.0,Cat_6,A,29.0,0.0
1708,466240,Male,No,No,Healthcare,Low,3.0,Cat_4,D,21.0,0.0
1709,466621,Male,Yes,Yes,Lawyer,Low,1.0,Cat_6,C,66.0,0.0
1710,464619,Male,Yes,Yes,Entertainment,Low,2.0,Cat_6,B,27.0,10.0
1711,462722,Female,No,No,Homemaker,Low,4.0,Cat_6,C,27.0,4.0
1712,467404,Male,Yes,Yes,Artist,Low,1.0,Cat_6,C,52.0,4.0
1713,461314,Male,Yes,Yes,Artist,Average,3.0,Cat_6,C,46.0,1.0
1714,463340,Female,No,No,Healthcare,Low,4.0,Cat_3,D,23.0,0.0
1715,467870,Male,No,Yes,Entertainment,Low,5.0,Cat_6,B,27.0,0.0
1716,462200,Female,Yes,Yes,Doctor,Low,3.0,Cat_4,B,52.0,1.0
1717,465591,Male,Yes,No,Artist,Average,2.0,Cat_4,A,65.0,0.0
1718,461002,Male,No,No,Entertainment,Low,3.0,Cat_3,D,42.0,8.0
1719,460812,Male,Yes,No,Entertainment,Low,2.0,Cat_6,A,59.0,1.0
1720,467105,Female,Yes,Yes,Lawyer,Low,1.0,Cat_6,B,45.0,0.0
1722,462037,Female,Yes,No,Engineer,High,3.0,Cat_4,B,61.0,1.0
1723,461726,Female,Yes,Yes,Artist,Average,4.0,Cat_3,C,53.0,1.0
1724,463577,Female,Yes,Yes,Doctor,Average,2.0,Cat_6,C,37.0,1.0
1725,463038,Male,Yes,Yes,Executive,High,5.0,Cat_6,D,63.0,0.0
1726,464753,Female,No,No,Marketing,Low,5.0,Cat_4,D,33.0,2.0
1727,464928,Female,Yes,Yes,Artist,Low,3.0,Cat_4,C,50.0,1.0
1728,467312,Female,Yes,Yes,Artist,Low,2.0,Cat_6,C,62.0,1.0
1729,464887,Male,Yes,Yes,Artist,Average,8.0,Cat_4,C,49.0,1.0
1730,460555,Male,Yes,Yes,Homemaker,Average,3.0,Cat_3,C,46.0,6.0
1732,461329,Male,Yes,Yes,Executive,High,4.0,Cat_6,C,53.0,1.0
1733,459648,Female,Yes,Yes,Artist,High,2.0,Cat_6,C,42.0,2.0
1734,460835,Female,Yes,Yes,Artist,Low,1.0,Cat_5,A,28.0,0.0
1735,463827,Female,Yes,Yes,Engineer,Average,4.0,Cat_6,B,49.0,1.0
1736,460868,Male,Yes,Yes,Artist,Average,2.0,Cat_6,B,35.0,1.0
1738,467485,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,B,58.0,0.0
1739,467351,Male,Yes,No,Artist,Average,2.0,Cat_6,C,41.0,8.0
1740,465864,Male,Yes,Yes,Entertainment,Average,2.0,Cat_6,D,32.0,9.0
1741,467232,Male,No,No,Entertainment,Low,2.0,Cat_6,A,33.0,0.0
1742,466855,Male,Yes,No,Entertainment,Low,5.0,Cat_3,A,69.0,0.0
1743,467238,Female,No,No,Doctor,Low,4.0,Cat_6,D,31.0,6.0
1744,467537,Female,Yes,No,Lawyer,High,3.0,Cat_6,D,68.0,1.0
1745,463654,Female,No,No,Engineer,Low,3.0,Cat_3,D,39.0,4.0
1746,459047,Female,No,No,Healthcare,Low,5.0,Cat_4,D,21.0,1.0
1747,462994,Female,Yes,No,Artist,Average,3.0,Cat_6,B,39.0,1.0
1748,464363,Female,Yes,Yes,Artist,Low,1.0,Cat_6,C,41.0,9.0
1749,462565,Male,Yes,Yes,Artist,Average,4.0,Cat_6,C,49.0,1.0
1750,463226,Female,Yes,Yes,Executive,Average,2.0,Cat_6,A,38.0,0.0
1752,467671,Female,Yes,Yes,Artist,Low,4.0,Cat_6,C,52.0,9.0
1753,460374,Female,No,Yes,Artist,Low,2.0,Cat_6,C,46.0,6.0
1754,463077,Male,No,No,Doctor,Low,3.0,Cat_6,C,28.0,4.0
1755,462719,Female,Yes,Yes,Artist,High,5.0,Cat_6,B,55.0,0.0
1756,459729,Female,No,Yes,Healthcare,Low,1.0,Cat_6,D,41.0,1.0
1757,459084,Male,Yes,No,Executive,High,2.0,Cat_7,B,47.0,0.0
1758,467924,Male,Yes,Yes,Artist,Low,3.0,Cat_4,A,52.0,0.0
1759,465439,Female,Yes,Yes,Artist,High,4.0,Cat_6,C,45.0,4.0
1760,462899,Male,No,No,Healthcare,Low,3.0,Cat_6,D,32.0,4.0
1761,466712,Male,Yes,Yes,Lawyer,Low,1.0,Cat_6,B,78.0,1.0
1763,462642,Male,Yes,No,Executive,Average,7.0,Cat_4,D,39.0,1.0
1764,460983,Male,Yes,No,Doctor,High,4.0,Cat_6,D,38.0,0.0
1765,464008,Female,Yes,Yes,Artist,Average,4.0,Cat_6,C,50.0,1.0
1766,461702,Female,Yes,Yes,Engineer,High,4.0,Cat_6,A,53.0,8.0
1767,464312,Male,No,Yes,Artist,Low,1.0,Cat_3,A,43.0,1.0
1768,462818,Male,Yes,Yes,Artist,Average,3.0,Cat_6,C,59.0,1.0
1769,466045,Female,No,No,Entertainment,Low,2.0,Cat_6,B,38.0,8.0
1770,461889,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,42.0,2.0
1771,467945,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,65.0,0.0
1772,464322,Male,Yes,Yes,Lawyer,Low,2.0,Cat_6,A,79.0,0.0
1773,465637,Female,No,Yes,Artist,Low,1.0,Cat_4,D,41.0,1.0
1774,462058,Male,Yes,Yes,Entertainment,Low,2.0,Cat_6,A,42.0,9.0
1775,459368,Male,Yes,No,Executive,Low,7.0,Cat_4,A,28.0,0.0
1776,462500,Male,Yes,Yes,Doctor,Average,2.0,Cat_6,C,49.0,1.0
1777,466948,Male,Yes,Yes,Artist,Low,2.0,Cat_7,B,58.0,1.0
1778,461606,Male,Yes,Yes,Lawyer,High,3.0,Cat_6,A,69.0,0.0
1779,466184,Female,No,Yes,Artist,Low,1.0,Cat_6,C,35.0,3.0
1780,466014,Female,Yes,No,Engineer,High,2.0,Cat_4,A,47.0,0.0
1781,462890,Female,No,Yes,Marketing,Low,1.0,Cat_6,D,25.0,12.0
1782,464909,Female,Yes,Yes,Homemaker,Low,2.0,Cat_4,A,38.0,0.0
1783,459554,Female,No,No,Engineer,Low,3.0,Cat_6,D,25.0,8.0
1784,462429,Male,Yes,No,Lawyer,Low,1.0,Cat_6,A,76.0,0.0
1785,463605,Female,No,No,Healthcare,Low,5.0,Cat_5,D,23.0,0.0
1787,464608,Female,Yes,Yes,Artist,Average,3.0,Cat_6,C,49.0,0.0
1789,459597,Female,Yes,Yes,Artist,High,2.0,Cat_6,C,71.0,1.0
1790,464497,Female,No,No,Engineer,Low,3.0,Cat_3,A,39.0,0.0
1791,467150,Female,No,Yes,Artist,Low,3.0,Cat_6,A,41.0,8.0
1793,466829,Female,Yes,No,Homemaker,Low,1.0,Cat_6,D,27.0,10.0
1794,459508,Female,No,No,Healthcare,Low,3.0,Cat_6,D,23.0,1.0
1795,463506,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,35.0,2.0
1796,466475,Female,Yes,No,Artist,Low,2.0,Cat_1,B,33.0,2.0
1798,467448,Female,Yes,No,Engineer,Low,1.0,Cat_6,A,49.0,0.0
1799,462852,Male,Yes,No,Engineer,Low,3.0,Cat_6,D,42.0,9.0
1800,462072,Male,No,Yes,Artist,Low,1.0,Cat_6,A,39.0,0.0
1801,463211,Male,Yes,Yes,Lawyer,Low,1.0,Cat_5,A,68.0,8.0
1802,464059,Male,Yes,Yes,Artist,Low,1.0,Cat_6,A,57.0,1.0
1803,463746,Male,No,Yes,Artist,Low,1.0,Cat_6,A,38.0,0.0
1804,465671,Female,Yes,No,Engineer,Average,5.0,Cat_4,D,35.0,2.0
1805,461729,Female,Yes,Yes,Marketing,Low,3.0,Cat_6,D,41.0,0.0
1806,464849,Male,Yes,Yes,Artist,Average,4.0,Cat_4,C,40.0,0.0
1807,461100,Female,No,Yes,Healthcare,Low,3.0,Cat_3,C,32.0,4.0
1808,466434,Male,Yes,Yes,Artist,Average,4.0,Cat_6,B,53.0,0.0
1809,467305,Female,Yes,Yes,Homemaker,Average,3.0,Cat_6,B,38.0,8.0
1810,466270,Female,Yes,No,Marketing,Low,2.0,Cat_6,D,68.0,0.0
1811,463479,Male,No,No,Executive,Low,2.0,Cat_6,D,30.0,1.0
1812,467471,Male,Yes,No,Entertainment,Average,5.0,Cat_6,C,52.0,4.0
1813,459159,Male,Yes,Yes,Lawyer,Low,1.0,Cat_6,A,80.0,1.0
1814,465980,Female,No,Yes,Healthcare,Low,7.0,Cat_6,A,31.0,1.0
1815,467713,Female,Yes,No,Executive,Average,4.0,Cat_4,A,38.0,6.0
1816,467528,Male,Yes,No,Executive,High,2.0,Cat_6,C,87.0,0.0
1817,461278,Male,No,No,Healthcare,Low,4.0,Cat_6,D,23.0,1.0
1818,466964,Male,No,Yes,Artist,Low,1.0,Cat_4,C,45.0,5.0
1819,460607,Male,Yes,Yes,Artist,Average,4.0,Cat_7,A,36.0,9.0
1820,462825,Male,Yes,No,Executive,High,2.0,Cat_4,B,41.0,1.0
1821,459899,Female,Yes,Yes,Artist,Low,4.0,Cat_6,C,48.0,0.0
1822,460936,Male,Yes,Yes,Executive,High,5.0,Cat_3,B,70.0,1.0
1823,458991,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,A,84.0,3.0
1824,460028,Male,Yes,Yes,Healthcare,Average,2.0,Cat_2,D,39.0,11.0
1825,464281,Female,No,Yes,Artist,Low,1.0,Cat_6,A,39.0,0.0
1826,463443,Male,Yes,Yes,Artist,Average,4.0,Cat_6,C,50.0,1.0
1827,460949,Male,Yes,Yes,Doctor,Low,5.0,Cat_6,A,40.0,1.0
1828,466602,Male,Yes,Yes,Artist,Average,2.0,Cat_4,C,39.0,1.0
1829,459044,Male,Yes,Yes,Artist,Average,3.0,Cat_6,C,38.0,4.0
1830,460786,Male,Yes,No,Lawyer,High,2.0,Cat_6,B,71.0,1.0
1831,465968,Female,No,Yes,Artist,Low,1.0,Cat_6,A,35.0,10.0
1832,460039,Male,Yes,Yes,Healthcare,Low,5.0,Cat_6,D,27.0,5.0
1833,462892,Male,Yes,No,Healthcare,Average,3.0,Cat_6,C,33.0,8.0
1834,462652,Male,Yes,No,Artist,Average,3.0,Cat_4,B,37.0,3.0
1835,465050,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,B,74.0,1.0
1836,461793,Male,No,No,Marketing,Low,2.0,Cat_6,D,20.0,0.0
1837,460781,Female,Yes,No,Entertainment,High,4.0,Cat_5,D,30.0,1.0
1838,463649,Male,No,No,Doctor,Low,4.0,Cat_6,B,22.0,0.0
1839,466969,Female,No,Yes,Homemaker,Low,1.0,Cat_6,A,43.0,9.0
1840,462030,Male,No,Yes,Artist,Low,2.0,Cat_6,C,36.0,11.0
1841,463735,Male,No,Yes,Healthcare,Low,2.0,Cat_6,C,29.0,4.0
1842,464134,Female,No,Yes,Entertainment,Low,6.0,Cat_6,A,43.0,0.0
1843,460195,Male,No,Yes,Entertainment,Low,1.0,Cat_6,D,38.0,7.0
1845,466643,Female,Yes,Yes,Lawyer,High,4.0,Cat_6,C,68.0,9.0
1847,460418,Female,No,Yes,Entertainment,Low,2.0,Cat_6,A,35.0,9.0
1848,461303,Female,No,No,Doctor,Low,4.0,Cat_2,C,23.0,7.0
1849,467049,Male,No,Yes,Artist,Low,1.0,Cat_6,B,50.0,1.0
1850,459674,Female,No,Yes,Doctor,Low,5.0,Cat_6,D,32.0,0.0
1851,466910,Male,Yes,Yes,Entertainment,Low,1.0,Cat_6,A,59.0,9.0
1852,466459,Female,No,Yes,Healthcare,Low,5.0,Cat_6,B,30.0,3.0
1853,463085,Female,No,Yes,Artist,Low,1.0,Cat_6,A,35.0,0.0
1854,461533,Male,No,Yes,Healthcare,Low,2.0,Cat_6,D,48.0,1.0
1855,461187,Male,No,No,Healthcare,Low,4.0,Cat_3,D,29.0,9.0
1856,461432,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,40.0,1.0
1857,463978,Male,Yes,Yes,Artist,Average,3.0,Cat_2,C,38.0,1.0
1858,459383,Male,Yes,No,Engineer,Low,1.0,Cat_6,D,36.0,0.0
1859,464020,Male,No,No,Healthcare,Low,4.0,Cat_6,D,20.0,0.0
1860,467394,Male,No,No,Healthcare,Low,3.0,Cat_6,C,29.0,6.0
1861,464539,Male,Yes,No,Executive,High,3.0,Cat_4,A,42.0,3.0
1862,461529,Female,Yes,Yes,Entertainment,Low,1.0,Cat_6,D,35.0,1.0
1863,464943,Female,Yes,No,Engineer,Average,6.0,Cat_4,B,37.0,1.0
1864,466147,Female,Yes,No,Artist,Average,4.0,Cat_6,C,52.0,0.0
1865,466263,Male,No,Yes,Artist,Low,2.0,Cat_4,C,53.0,0.0
1866,461812,Male,Yes,No,Artist,High,6.0,Cat_2,A,30.0,9.0
1867,466848,Female,Yes,Yes,Artist,Low,2.0,Cat_6,B,65.0,1.0
1868,467933,Female,No,No,Healthcare,Low,3.0,Cat_6,D,23.0,1.0
1869,463957,Female,No,No,Entertainment,Low,3.0,Cat_4,C,32.0,0.0
