ID,Gender,Ever_Married,Graduated,Profession,Spending_Score,Family_Size,Var_1,Segmentation,Age,Work_Experience
467940,Female,No,No,Other,Low,4.0,Cat_2,A,29.0,9.0
461970,Female,No,Yes,Artist,Low,1.0,Cat_6,B,38.0,9.0
459877,Male,Yes,Yes,Artist,Average,3.0,Cat_6,C,37.0,0.0
460784,Male,No,Yes,Healthcare,Low,6.0,Cat_7,D,32.0,0.0
460137,Male,No,Yes,Entertainment,Low,4.0,Cat_6,D,26.0,5.0
465201,Male,Yes,Yes,Entertainment,Average,4.0,Cat_3,A,39.0,0.0
465371,Female,No,Yes,Artist,Low,1.0,Cat_6,A,43.0,0.0
463929,Male,Yes,Yes,Doctor,Average,2.0,Cat_6,C,51.0,11.0
461998,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,52.0,0.0
460828,Male,No,No,Entertainment,Low,1.0,Cat_6,A,51.0,1.0
467523,Male,No,No,Healthcare,Low,4.0,Cat_4,D,20.0,2.0
461673,Male,No,No,Healthcare,Low,5.0,Cat_5,C,33.0,0.0
459788,Female,No,Yes,Entertainment,Low,1.0,Cat_3,A,36.0,3.0
462645,Female,Yes,No,Engineer,Average,6.0,Cat_4,D,39.0,1.0
462666,Male,Yes,Yes,Artist,Low,2.0,Cat_6,C,48.0,0.0
462587,Female,Yes,No,Lawyer,High,2.0,Cat_4,B,78.0,1.0
459583,Male,Yes,Yes,Artist,Low,1.0,Cat_6,A,46.0,1.0
467361,Female,Yes,No,Other,Low,4.0,Cat_6,D,26.0,3.0
459493,Male,No,No,Healthcare,Low,7.0,Cat_6,A,26.0,0.0
466919,Male,No,No,Doctor,Low,5.0,Cat_3,D,19.0,2.0
467949,Male,No,No,Healthcare,Low,4.0,Cat_4,D,22.0,1.0
462406,Male,Yes,No,Engineer,Low,3.0,Cat_6,D,27.0,6.0
463729,Female,No,No,Artist,Low,5.0,Cat_1,B,32.0,4.0
466827,Male,Yes,No,Entertainment,Average,4.0,Cat_3,D,37.0,0.0
463641,Female,No,Yes,Other,Low,3.0,Cat_5,B,33.0,1.0
467294,Female,Yes,No,Engineer,Low,1.0,Cat_6,B,57.0,0.0
460875,Male,No,Yes,Entertainment,Low,3.0,Cat_3,A,35.0,0.0
459183,Female,No,Yes,Artist,Low,3.0,Cat_2,A,26.0,1.0
464541,Male,No,Yes,Doctor,Low,2.0,Cat_6,A,31.0,1.0
462959,Female,Yes,Yes,Engineer,High,2.0,Cat_6,B,56.0,2.0
459922,Male,Yes,Yes,Lawyer,Low,1.0,Cat_4,D,65.0,0.0
467935,Male,No,No,Healthcare,Low,3.0,Cat_6,D,23.0,7.0
461382,Male,Yes,No,Executive,High,2.0,Cat_6,B,68.0,1.0
462521,Female,No,No,Other,Low,1.0,Cat_6,D,32.0,9.0
463296,Female,No,No,Healthcare,Low,5.0,Cat_6,D,21.0,0.0
467003,Female,Yes,Yes,Artist,Low,2.0,Cat_6,C,61.0,3.0
459705,Male,Yes,Yes,Entertainment,Average,2.0,Cat_6,A,25.0,1.0
459984,Female,Yes,Yes,Entertainment,Average,3.0,Cat_6,B,36.0,0.0
466051,Male,No,No,Executive,Low,1.0,Cat_4,A,25.0,3.0
463583,Male,Yes,Yes,Artist,Average,4.0,Cat_6,C,58.0,9.0
466100,Male,Yes,Yes,Executive,Low,2.0,Cat_6,A,66.0,1.0
461427,Female,No,Yes,Artist,Low,2.0,Cat_6,A,42.0,1.0
464193,Female,Yes,Yes,Doctor,Low,2.0,Cat_6,B,36.0,13.0
467835,Male,Yes,No,Artist,Low,2.0,Cat_6,B,58.0,9.0
463000,Female,No,No,Engineer,Low,1.0,Cat_6,A,36.0,0.0
462457,Male,No,No,Healthcare,Low,4.0,Cat_6,C,28.0,2.0
460426,Male,Yes,No,Artist,Average,2.0,Cat_6,C,45.0,4.0
466024,Female,Yes,No,Entertainment,Low,2.0,Cat_3,A,35.0,10.0
467031,Male,Yes,Yes,Artist,Average,3.0,Cat_6,C,59.0,11.0
467440,Male,Yes,Yes,Entertainment,Low,1.0,Cat_6,A,49.0,0.0
464377,Female,No,Yes,Entertainment,Low,1.0,Cat_6,A,51.0,0.0
465870,Male,No,Yes,Artist,Low,2.0,Cat_6,A,40.0,5.0
460095,Female,Yes,Yes,Lawyer,Low,1.0,Cat_6,C,74.0,1.0
463297,Male,No,Yes,Healthcare,Low,2.0,Cat_6,D,27.0,4.0
461790,Male,Yes,Yes,Artist,High,2.0,Cat_6,C,70.0,0.0
467410,Female,Yes,Yes,Lawyer,Low,2.0,Cat_6,C,62.0,0.0
465904,Male,No,Yes,Artist,Low,1.0,Cat_6,A,37.0,9.0
459393,Female,No,No,Healthcare,Low,3.0,Cat_3,D,40.0,8.0
465771,Male,Yes,Yes,Entertainment,Average,4.0,Cat_6,B,52.0,1.0
462013,Female,Yes,Yes,Executive,Average,2.0,Cat_6,C,57.0,0.0
465620,Male,No,Yes,Artist,Low,3.0,Cat_6,C,37.0,8.0
459840,Male,Yes,Yes,Artist,Low,1.0,Cat_6,B,60.0,1.0
461460,Male,Yes,Yes,Executive,High,3.0,Cat_6,B,43.0,7.0
466317,Male,Yes,Yes,Entertainment,Low,1.0,Cat_6,B,37.0,4.0
461962,Male,Yes,Yes,Entertainment,Average,3.0,Cat_6,B,59.0,1.0
466071,Female,Yes,Yes,Artist,Low,3.0,Cat_4,B,60.0,2.0
460796,Male,Yes,No,Lawyer,Low,3.0,Cat_6,C,69.0,1.0
467012,Male,Yes,Yes,Executive,High,4.0,Cat_6,C,49.0,1.0
460357,Male,No,No,Healthcare,Low,5.0,Cat_6,D,23.0,1.0
460182,Female,Yes,Yes,Artist,Average,3.0,Cat_6,B,43.0,2.0
460491,Female,No,No,Healthcare,Low,7.0,Cat_3,D,22.0,1.0
466630,Male,No,No,Healthcare,Low,4.0,Cat_6,C,29.0,0.0
466331,Male,Yes,Yes,Other,Low,2.0,Cat_3,D,26.0,0.0
463912,Female,Yes,No,Artist,Average,4.0,Cat_4,B,36.0,1.0
461728,Female,No,Yes,Entertainment,Low,1.0,Cat_6,A,55.0,1.0
463278,Female,Yes,Yes,Engineer,Low,1.0,Cat_3,B,59.0,0.0
459413,Female,Yes,Yes,Artist,High,2.0,Cat_6,A,83.0,1.0
461746,Male,Yes,Yes,Artist,Average,3.0,Cat_6,C,53.0,2.0
465574,Male,Yes,Yes,Artist,Average,3.0,Cat_3,B,62.0,1.0
462170,Male,Yes,No,Executive,High,3.0,Cat_6,A,73.0,0.0
460626,Male,Yes,No,Doctor,High,4.0,Cat_6,D,45.0,9.0
466678,Male,No,Yes,Healthcare,Low,4.0,Cat_6,D,28.0,1.0
464930,Male,No,No,Other,Low,2.0,Cat_4,A,25.0,0.0
465447,Male,Yes,Yes,Engineer,Average,3.0,Cat_4,C,52.0,1.0
467549,Male,Yes,Yes,Entertainment,Average,3.0,Cat_6,A,61.0,11.0
463718,Female,No,Yes,Artist,Low,4.0,Cat_6,D,27.0,1.0
467626,Male,Yes,Yes,Entertainment,Average,2.0,Cat_6,B,31.0,8.0
459058,Male,No,Yes,Artist,Low,4.0,Cat_3,A,40.0,1.0
461983,Male,No,Yes,Artist,Low,3.0,Cat_6,B,27.0,1.0
461207,Female,No,Yes,Artist,Low,1.0,Cat_6,B,60.0,6.0
467585,Male,Yes,Yes,Healthcare,High,2.0,Cat_6,A,40.0,6.0
464604,Male,Yes,No,Entertainment,Low,2.0,Cat_4,A,32.0,5.0
462529,Female,Yes,Yes,Engineer,Low,2.0,Cat_6,B,42.0,1.0
460475,Male,Yes,Yes,Doctor,Average,2.0,Cat_3,D,32.0,0.0
463553,Male,No,Yes,Artist,Low,2.0,Cat_6,B,27.0,9.0
460912,Male,No,No,Entertainment,Low,5.0,Cat_6,D,29.0,1.0
461715,Male,No,Yes,Entertainment,Low,5.0,Cat_2,A,43.0,0.0
459567,Male,Yes,Yes,Doctor,Average,2.0,Cat_6,C,48.0,1.0
462340,Male,Yes,No,Entertainment,Average,6.0,Cat_6,B,62.0,1.0
461834,Female,No,Yes,Artist,Low,2.0,Cat_6,C,42.0,7.0
459677,Male,Yes,Yes,Artist,Average,2.0,Cat_6,B,25.0,8.0
467911,Male,Yes,Yes,Healthcare,Low,4.0,Cat_6,D,61.0,1.0
462981,Female,No,No,Other,Low,1.0,Cat_6,D,26.0,8.0
463055,Female,No,Yes,Doctor,Low,4.0,Cat_4,B,27.0,1.0
461884,Female,Yes,Yes,Artist,Low,2.0,Cat_6,B,40.0,0.0
467834,Female,No,No,Healthcare,Low,4.0,Cat_2,D,23.0,0.0
463019,Male,Yes,Yes,Executive,High,4.0,Cat_6,B,45.0,0.0
466996,Female,No,Yes,Artist,Low,1.0,Cat_6,A,37.0,9.0
463026,Male,Yes,Yes,Doctor,Low,2.0,Cat_6,D,28.0,0.0
459479,Male,Yes,No,Other,Low,2.0,Cat_6,A,70.0,1.0
465565,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,37.0,1.0
459523,Female,No,No,Doctor,Low,4.0,Cat_6,D,19.0,1.0
462977,Male,Yes,No,Artist,Average,3.0,Cat_6,B,36.0,3.0
462369,Male,Yes,No,Entertainment,Average,5.0,Cat_6,C,63.0,1.0
463053,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,68.0,1.0
462139,Female,No,Yes,Healthcare,Low,4.0,Cat_2,C,27.0,1.0
460922,Male,No,Yes,Entertainment,Low,3.0,Cat_6,D,30.0,1.0
463706,Female,No,Yes,Doctor,Low,3.0,Cat_6,D,33.0,0.0
465703,Male,Yes,No,Entertainment,Low,2.0,Cat_4,A,25.0,2.0
462796,Female,No,Yes,Entertainment,Low,2.0,Cat_7,C,37.0,1.0
459558,Male,No,Yes,Entertainment,Low,3.0,Cat_6,D,30.0,0.0
459716,Female,Yes,Yes,Engineer,Average,2.0,Cat_6,C,66.0,8.0
460599,Female,No,No,Engineer,Low,1.0,Cat_3,D,31.0,0.0
465775,Female,No,Yes,Engineer,Low,3.0,Cat_6,D,31.0,9.0
465392,Female,Yes,Yes,Artist,High,5.0,Cat_6,C,45.0,8.0
464783,Male,Yes,No,Entertainment,Low,3.0,Cat_4,A,42.0,0.0
459439,Female,Yes,Yes,Artist,Average,2.0,Cat_6,A,46.0,1.0
464356,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,B,76.0,1.0
459881,Male,No,Yes,Healthcare,Low,4.0,Cat_6,D,25.0,8.0
461772,Female,Yes,Yes,Engineer,Average,3.0,Cat_4,B,41.0,1.0
460551,Male,Yes,Yes,Engineer,Average,2.0,Cat_3,C,49.0,0.0
462248,Male,Yes,No,Artist,Low,2.0,Cat_6,B,55.0,0.0
465011,Male,Yes,Yes,Executive,High,2.0,Cat_6,C,66.0,3.0
467898,Female,Yes,Yes,Artist,Low,1.0,Cat_6,C,68.0,0.0
464460,Female,No,Yes,Healthcare,Low,2.0,Cat_6,D,26.0,1.0
461397,Male,No,No,Healthcare,Low,4.0,Cat_6,D,20.0,0.0
464302,Female,Yes,Yes,Doctor,Low,3.0,Cat_6,B,50.0,1.0
465458,Female,Yes,Yes,Artist,High,2.0,Cat_6,A,84.0,1.0
467276,Male,No,Yes,Artist,Low,5.0,Cat_6,C,43.0,12.0
461129,Female,Yes,Yes,Entertainment,Average,4.0,Cat_6,B,63.0,0.0
467406,Male,No,Yes,Entertainment,Low,1.0,Cat_6,D,37.0,9.0
463140,Male,Yes,No,Engineer,Average,3.0,Cat_3,A,31.0,5.0
460980,Male,No,No,Entertainment,Low,3.0,Cat_3,D,26.0,1.0
464666,Male,Yes,Yes,Entertainment,Average,3.0,Cat_4,D,41.0,2.0
464236,Female,Yes,Yes,Artist,High,2.0,Cat_6,B,62.0,1.0
466898,Male,Yes,Yes,Executive,High,4.0,Cat_6,B,45.0,0.0
462736,Female,Yes,No,Engineer,Low,3.0,Cat_6,A,28.0,6.0
467952,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,C,89.0,0.0
461399,Male,No,No,Healthcare,Low,4.0,Cat_6,D,20.0,0.0
466320,Female,No,Yes,Engineer,Low,2.0,Cat_4,B,40.0,9.0
465142,Male,No,No,Healthcare,Low,4.0,Cat_6,D,23.0,0.0
460334,Male,No,Yes,Artist,Low,1.0,Cat_6,A,41.0,4.0
460745,Male,Yes,No,Lawyer,High,2.0,Cat_6,A,78.0,1.0
459812,Female,No,Yes,Engineer,Low,1.0,Cat_3,A,43.0,0.0
465197,Female,Yes,Yes,Artist,High,4.0,Cat_6,C,57.0,0.0
462068,Male,Yes,Yes,Executive,High,3.0,Cat_6,C,55.0,1.0
463592,Female,No,Yes,Engineer,Low,1.0,Cat_6,B,27.0,11.0
467352,Male,Yes,Yes,Executive,High,4.0,Cat_6,C,51.0,1.0
465030,Male,Yes,Yes,Executive,High,4.0,Cat_6,C,35.0,9.0
462095,Male,Yes,Yes,Entertainment,Average,3.0,Cat_1,A,49.0,1.0
460248,Female,No,Yes,Healthcare,Low,2.0,Cat_6,D,33.0,7.0
464286,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,60.0,1.0
464248,Male,Yes,Yes,Artist,Low,3.0,Cat_6,C,52.0,8.0
459167,Female,No,Yes,Artist,Low,2.0,Cat_5,C,42.0,1.0
462710,Female,No,Yes,Other,Low,3.0,Cat_6,D,28.0,2.0
462731,Female,Yes,Yes,Artist,High,3.0,Cat_6,B,43.0,5.0
464475,Male,No,Yes,Healthcare,Low,4.0,Cat_6,C,25.0,0.0
466899,Female,Yes,Yes,Artist,Low,2.0,Cat_6,C,51.0,2.0
460108,Male,Yes,Yes,Artist,Average,3.0,Cat_2,C,42.0,1.0
460606,Male,No,No,Healthcare,Low,5.0,Cat_7,D,20.0,2.0
467942,Female,Yes,Yes,Artist,High,4.0,Cat_2,C,41.0,1.0
463264,Female,Yes,Yes,Lawyer,Low,2.0,Cat_6,C,71.0,0.0
462089,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,42.0,0.0
467756,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,56.0,1.0
461323,Female,Yes,Yes,Healthcare,Average,2.0,Cat_6,C,41.0,6.0
459563,Male,Yes,Yes,Entertainment,Low,2.0,Cat_6,A,72.0,7.0
467602,Female,No,No,Entertainment,Low,4.0,Cat_6,D,30.0,1.0
462562,Female,No,Yes,Entertainment,Low,6.0,Cat_2,C,25.0,0.0
461588,Male,No,Yes,Other,Low,4.0,Cat_2,D,33.0,0.0
460894,Male,Yes,No,Executive,High,3.0,Cat_6,A,38.0,5.0
459151,Male,Yes,Yes,Lawyer,Low,2.0,Cat_6,B,60.0,9.0
466417,Female,Yes,No,Lawyer,High,3.0,Cat_6,A,79.0,1.0
466837,Female,No,Yes,Other,Low,4.0,Cat_5,D,38.0,9.0
466918,Male,Yes,Yes,Artist,Average,1.0,Cat_6,C,56.0,1.0
464133,Male,Yes,No,Other,Low,1.0,Cat_6,A,73.0,2.0
466101,Female,No,No,Healthcare,Low,7.0,Cat_6,D,22.0,0.0
464289,Male,Yes,No,Other,Low,3.0,Cat_6,A,42.0,1.0
461936,Male,Yes,No,Lawyer,High,2.0,Cat_6,B,72.0,0.0
459301,Female,No,Yes,Healthcare,Low,3.0,Cat_6,C,33.0,0.0
462284,Male,Yes,Yes,Executive,Average,4.0,Cat_6,B,53.0,1.0
463290,Female,No,No,Healthcare,Low,5.0,Cat_6,B,25.0,1.0
462413,Male,Yes,Yes,Artist,Average,3.0,Cat_6,C,46.0,0.0
466814,Male,No,No,Healthcare,Low,3.0,Cat_6,D,18.0,0.0
460996,Female,No,Yes,Engineer,Low,1.0,Cat_6,A,60.0,1.0
459714,Male,No,No,Doctor,Low,4.0,Cat_6,C,22.0,2.0
464829,Male,No,No,Healthcare,Low,5.0,Cat_4,D,22.0,9.0
467474,Male,No,No,Healthcare,Low,5.0,Cat_6,D,18.0,3.0
466134,Male,Yes,Yes,Doctor,High,3.0,Cat_6,C,39.0,0.0
460496,Male,No,No,Healthcare,Low,5.0,Cat_3,D,19.0,7.0
461995,Female,No,No,Artist,Low,1.0,Cat_6,A,30.0,7.0
466798,Male,No,No,Healthcare,Low,5.0,Cat_6,D,23.0,4.0
461086,Male,No,No,Healthcare,Low,7.0,Cat_3,D,23.0,1.0
459306,Female,No,Yes,Artist,Low,1.0,Cat_6,C,48.0,4.0
464919,Male,Yes,Yes,Artist,Low,1.0,Cat_4,A,39.0,9.0
461798,Female,No,Yes,Artist,Low,1.0,Cat_6,A,56.0,0.0
466987,Male,Yes,No,Artist,Average,2.0,Cat_6,C,63.0,5.0
459329,Female,Yes,No,Engineer,High,4.0,Cat_3,A,71.0,1.0
465174,Female,Yes,Yes,Entertainment,High,2.0,Cat_6,B,70.0,1.0
460979,Male,Yes,No,Lawyer,Low,1.0,Cat_6,A,84.0,1.0
465272,Male,Yes,Yes,Executive,High,6.0,Cat_6,C,39.0,0.0
460463,Male,Yes,Yes,Artist,Low,4.0,Cat_3,A,42.0,6.0
460246,Male,Yes,Yes,Artist,Low,2.0,Cat_6,B,46.0,4.0
463423,Male,Yes,No,Executive,Average,3.0,Cat_6,B,63.0,0.0
466992,Female,Yes,No,Artist,Low,3.0,Cat_6,C,55.0,0.0
461530,Male,Yes,Yes,Engineer,Low,2.0,Cat_6,A,42.0,1.0
463615,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,58.0,1.0
465101,Female,Yes,Yes,Lawyer,Low,1.0,Cat_6,D,88.0,1.0
464997,Male,Yes,Yes,Artist,Average,2.0,Cat_6,B,43.0,5.0
462255,Male,Yes,Yes,Executive,High,3.0,Cat_6,C,73.0,1.0
462616,Male,No,No,Healthcare,Low,5.0,Cat_4,D,30.0,0.0
460968,Male,Yes,No,Doctor,Average,2.0,Cat_3,A,30.0,11.0
465235,Male,Yes,Yes,Healthcare,High,3.0,Cat_6,C,46.0,1.0
461818,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,43.0,2.0
463171,Female,Yes,No,Entertainment,High,3.0,Cat_3,A,36.0,1.0
461634,Male,Yes,Yes,Entertainment,Low,1.0,Cat_6,A,63.0,1.0
462150,Male,Yes,Yes,Artist,Low,2.0,Cat_6,C,35.0,7.0
461503,Female,No,Yes,Artist,Low,2.0,Cat_6,B,31.0,9.0
464408,Female,Yes,Yes,Artist,Average,4.0,Cat_4,C,45.0,4.0
463163,Male,No,No,Executive,Low,2.0,Cat_3,D,26.0,2.0
462358,Male,Yes,No,Doctor,Average,2.0,Cat_6,A,37.0,4.0
460647,Female,Yes,No,Doctor,Average,2.0,Cat_4,D,26.0,1.0
464888,Male,Yes,No,Entertainment,Low,5.0,Cat_4,A,37.0,0.0
461652,Female,Yes,Yes,Artist,Average,3.0,Cat_6,C,53.0,1.0
467062,Female,No,Yes,Artist,Low,1.0,Cat_3,A,55.0,1.0
467157,Male,Yes,Yes,Executive,High,6.0,Cat_7,B,42.0,9.0
462509,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,46.0,0.0
459469,Male,Yes,Yes,Healthcare,Low,6.0,Cat_6,A,30.0,3.0
465499,Male,No,Yes,Artist,Low,1.0,Cat_6,A,63.0,0.0
464913,Male,Yes,Yes,Entertainment,Low,4.0,Cat_4,B,52.0,0.0
465969,Female,No,Yes,Doctor,Low,2.0,Cat_7,D,28.0,12.0
464922,Female,No,No,Healthcare,Low,5.0,Cat_4,D,20.0,0.0
463022,Male,Yes,Yes,Executive,High,3.0,Cat_6,C,60.0,4.0
464704,Male,Yes,Yes,Healthcare,Average,4.0,Cat_4,B,42.0,0.0
462345,Male,Yes,Yes,Doctor,Average,6.0,Cat_4,B,46.0,1.0
461439,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,37.0,1.0
461599,Female,No,Yes,Artist,Low,1.0,Cat_6,B,42.0,8.0
465705,Female,Yes,Yes,Artist,Average,4.0,Cat_6,C,46.0,1.0
461043,Male,Yes,No,Healthcare,Low,7.0,Cat_4,D,49.0,0.0
467551,Female,Yes,No,Lawyer,High,2.0,Cat_6,B,89.0,0.0
464053,Female,Yes,No,Entertainment,Low,1.0,Cat_6,B,38.0,4.0
459282,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,48.0,0.0
461649,Female,Yes,Yes,Artist,Low,4.0,Cat_6,B,51.0,3.0
464389,Male,Yes,Yes,Artist,High,2.0,Cat_2,C,73.0,1.0
464293,Male,No,Yes,Healthcare,Low,4.0,Cat_6,C,30.0,1.0
465320,Female,Yes,Yes,Lawyer,Average,2.0,Cat_6,B,65.0,1.0
463707,Female,No,No,Artist,Low,1.0,Cat_5,B,36.0,0.0
465436,Female,No,Yes,Healthcare,Low,3.0,Cat_5,B,25.0,0.0
465078,Male,Yes,Yes,Executive,High,4.0,Cat_6,B,43.0,0.0
460568,Female,Yes,Yes,Other,High,2.0,Cat_3,C,33.0,0.0
459636,Male,No,Yes,Entertainment,Low,1.0,Cat_6,D,30.0,14.0
460129,Female,No,Yes,Engineer,Low,2.0,Cat_6,A,25.0,8.0
465373,Male,Yes,Yes,Artist,Average,4.0,Cat_6,C,49.0,4.0
463966,Female,No,Yes,Artist,Low,1.0,Cat_6,B,31.0,9.0
460918,Female,No,Yes,Doctor,Low,8.0,Cat_6,C,27.0,14.0
465954,Female,No,Yes,Entertainment,Low,3.0,Cat_6,A,33.0,11.0
465153,Male,Yes,Yes,Artist,Average,2.0,Cat_6,A,35.0,1.0
466502,Male,No,No,Healthcare,Low,5.0,Cat_3,D,19.0,1.0
460819,Female,Yes,No,Other,High,5.0,Cat_4,D,25.0,0.0
464993,Male,Yes,No,Executive,High,4.0,Cat_6,C,57.0,4.0
463103,Male,Yes,No,Executive,Average,4.0,Cat_6,B,45.0,1.0
466302,Female,Yes,No,Other,High,3.0,Cat_6,B,47.0,3.0
464288,Female,No,Yes,Doctor,Low,2.0,Cat_6,A,33.0,9.0
460240,Male,Yes,Yes,Artist,Low,1.0,Cat_6,C,45.0,3.0
459188,Male,No,No,Healthcare,Low,3.0,Cat_6,C,27.0,1.0
465411,Female,Yes,Yes,Engineer,Low,1.0,Cat_5,D,38.0,0.0
465595,Female,No,No,Engineer,Low,3.0,Cat_4,C,38.0,0.0
466021,Male,No,No,Lawyer,Low,1.0,Cat_6,A,87.0,1.0
461831,Male,No,Yes,Doctor,Low,3.0,Cat_6,C,30.0,0.0
462556,Male,Yes,Yes,Entertainment,Average,7.0,Cat_5,C,57.0,0.0
467321,Female,Yes,Yes,Artist,Low,2.0,Cat_6,C,63.0,9.0
459327,Male,No,No,Doctor,Low,3.0,Cat_6,D,50.0,9.0
461626,Male,Yes,Yes,Executive,High,2.0,Cat_6,C,68.0,0.0
463337,Female,Yes,No,Entertainment,Low,2.0,Cat_3,A,33.0,1.0
467615,Female,Yes,Yes,Doctor,Low,2.0,Cat_6,A,37.0,0.0
463597,Female,No,No,Engineer,Low,6.0,Cat_6,C,25.0,0.0
463784,Female,No,No,Engineer,Low,5.0,Cat_4,A,29.0,0.0
459513,Female,No,Yes,Healthcare,Low,2.0,Cat_6,C,32.0,3.0
465804,Female,Yes,No,Engineer,Low,1.0,Cat_4,A,68.0,0.0
465103,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,A,86.0,1.0
464007,Male,Yes,Yes,Artist,Low,3.0,Cat_6,B,49.0,0.0
463060,Female,Yes,Yes,Other,High,2.0,Cat_6,D,32.0,12.0
461359,Male,Yes,Yes,Healthcare,Low,4.0,Cat_7,D,28.0,1.0
465014,Male,Yes,No,Lawyer,Low,1.0,Cat_6,A,83.0,1.0
459100,Female,No,Yes,Artist,Low,1.0,Cat_6,B,63.0,14.0
464083,Male,Yes,No,Lawyer,High,2.0,Cat_6,C,65.0,0.0
464552,Female,Yes,Yes,Artist,Average,3.0,Cat_4,C,38.0,1.0
460218,Male,Yes,Yes,Entertainment,Low,1.0,Cat_6,D,61.0,1.0
460297,Female,Yes,Yes,Artist,Low,2.0,Cat_6,B,46.0,8.0
467171,Female,No,Yes,Doctor,Low,2.0,Cat_6,C,30.0,1.0
464023,Male,No,No,Healthcare,Low,5.0,Cat_7,D,22.0,0.0
467929,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,42.0,1.0
461049,Female,Yes,Yes,Doctor,Low,7.0,Cat_7,B,57.0,0.0
465049,Female,Yes,No,Engineer,Low,2.0,Cat_6,A,49.0,6.0
460751,Female,No,No,Artist,Low,3.0,Cat_6,D,25.0,1.0
461690,Female,No,Yes,Engineer,Low,1.0,Cat_4,A,31.0,0.0
464084,Male,No,No,Healthcare,Low,5.0,Cat_4,D,25.0,1.0
465644,Male,No,Yes,Healthcare,Low,5.0,Cat_6,C,33.0,0.0
459470,Male,No,Yes,Healthcare,Low,6.0,Cat_6,D,29.0,9.0
462700,Male,Yes,Yes,Artist,Average,4.0,Cat_6,B,38.0,0.0
465067,Male,Yes,Yes,Executive,High,2.0,Cat_6,C,62.0,8.0
464247,Male,Yes,No,Engineer,Low,1.0,Cat_6,A,59.0,0.0
459465,Female,Yes,Yes,Entertainment,Low,5.0,Cat_6,B,27.0,3.0
463894,Female,Yes,Yes,Artist,Average,3.0,Cat_2,C,51.0,0.0
466089,Male,No,No,Entertainment,Low,3.0,Cat_6,B,59.0,0.0
459355,Female,Yes,No,Other,Low,1.0,Cat_6,A,78.0,2.0
467227,Female,No,Yes,Artist,Low,1.0,Cat_4,A,37.0,12.0
459054,Male,Yes,Yes,Executive,High,4.0,Cat_6,C,37.0,9.0
463609,Male,Yes,No,Artist,Average,2.0,Cat_5,A,30.0,0.0
466260,Male,Yes,Yes,Entertainment,Average,2.0,Cat_6,B,43.0,0.0
464283,Male,No,Yes,Artist,Low,2.0,Cat_6,A,40.0,5.0
465646,Female,No,Yes,Artist,Low,2.0,Cat_6,B,40.0,6.0
461103,Female,No,No,Engineer,Low,5.0,Cat_3,D,30.0,1.0
464378,Female,Yes,Yes,Artist,Average,2.0,Cat_6,B,40.0,9.0
462661,Female,Yes,Yes,Artist,High,3.0,Cat_6,C,62.0,2.0
460266,Male,No,No,Healthcare,Low,8.0,Cat_6,D,22.0,0.0
462983,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,A,66.0,1.0
459022,Male,Yes,Yes,Artist,Low,1.0,Cat_6,D,67.0,10.0
463231,Male,Yes,Yes,Artist,Average,3.0,Cat_6,A,50.0,1.0
465863,Male,No,No,Healthcare,Low,3.0,Cat_6,D,27.0,5.0
463557,Male,No,Yes,Doctor,Low,3.0,Cat_6,A,28.0,1.0
467636,Male,Yes,Yes,Doctor,Average,2.0,Cat_6,C,45.0,1.0
463539,Male,Yes,Yes,Artist,Average,2.0,Cat_4,B,59.0,1.0
459633,Male,No,No,Healthcare,Low,2.0,Cat_6,D,19.0,1.0
462304,Male,Yes,Yes,Artist,Low,4.0,Cat_4,B,62.0,1.0
467467,Male,No,No,Healthcare,Low,4.0,Cat_6,D,19.0,0.0
464871,Female,No,Yes,Entertainment,Low,3.0,Cat_4,B,28.0,6.0
462258,Male,No,No,Doctor,Low,4.0,Cat_6,D,25.0,1.0
467813,Male,Yes,Yes,Entertainment,Low,2.0,Cat_4,A,36.0,0.0
459068,Female,No,Yes,Healthcare,Low,2.0,Cat_6,A,33.0,2.0
462701,Male,Yes,No,Entertainment,Average,4.0,Cat_6,B,59.0,0.0
466536,Male,No,No,Healthcare,Low,4.0,Cat_4,D,20.0,4.0
465668,Male,No,No,Healthcare,Low,5.0,Cat_4,D,23.0,0.0
460340,Female,No,Yes,Artist,Low,2.0,Cat_6,A,46.0,10.0
466820,Female,Yes,No,Lawyer,High,2.0,Cat_6,A,74.0,1.0
462922,Male,No,No,Doctor,Low,1.0,Cat_3,D,26.0,8.0
465326,Male,Yes,Yes,Artist,Low,1.0,Cat_6,A,76.0,1.0
